" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";1
" ";" ";" ";"2006";1
" ";" ";" ";"2007";3
" ";" ";" ";"2008";1
" ";" ";" ";"2009";1
" ";" ";" ";"2010";2
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";1
" ";" ";" ";"2014";0
" ";" ";"20-24 let"
" ";" ";" ";"2003";31
" ";" ";" ";"2004";26
" ";" ";" ";"2005";22
" ";" ";" ";"2006";18
" ";" ";" ";"2007";16
" ";" ";" ";"2008";14
" ";" ";" ";"2009";18
" ";" ";" ";"2010";16
" ";" ";" ";"2011";17
" ";" ";" ";"2012";16
" ";" ";" ";"2013";13
" ";" ";" ";"2014";17
" ";" ";"25-29 let"
" ";" ";" ";"2003";90
" ";" ";" ";"2004";78
" ";" ";" ";"2005";68
" ";" ";" ";"2006";57
" ";" ";" ";"2007";84
" ";" ";" ";"2008";64
" ";" ";" ";"2009";71
" ";" ";" ";"2010";53
" ";" ";" ";"2011";81
" ";" ";" ";"2012";79
" ";" ";" ";"2013";40
" ";" ";" ";"2014";72
" ";" ";"30-34 let"
" ";" ";" ";"2003";56
" ";" ";" ";"2004";62
" ";" ";" ";"2005";43
" ";" ";" ";"2006";54
" ";" ";" ";"2007";55
" ";" ";" ";"2008";68
" ";" ";" ";"2009";54
" ";" ";" ";"2010";70
" ";" ";" ";"2011";72
" ";" ";" ";"2012";63
" ";" ";" ";"2013";57
" ";" ";" ";"2014";74
" ";" ";"35-39 let"
" ";" ";" ";"2003";30
" ";" ";" ";"2004";18
" ";" ";" ";"2005";18
" ";" ";" ";"2006";15
" ";" ";" ";"2007";23
" ";" ";" ";"2008";25
" ";" ";" ";"2009";28
" ";" ";" ";"2010";38
" ";" ";" ";"2011";35
" ";" ";" ";"2012";38
" ";" ";" ";"2013";33
" ";" ";" ";"2014";42
" ";" ";"40-44 let"
" ";" ";" ";"2003";16
" ";" ";" ";"2004";5
" ";" ";" ";"2005";7
" ";" ";" ";"2006";11
" ";" ";" ";"2007";16
" ";" ";" ";"2008";15
" ";" ";" ";"2009";19
" ";" ";" ";"2010";13
" ";" ";" ";"2011";10
" ";" ";" ";"2012";19
" ";" ";" ";"2013";19
" ";" ";" ";"2014";23
" ";" ";"45-49 let"
" ";" ";" ";"2003";6
" ";" ";" ";"2004";7
" ";" ";" ";"2005";4
" ";" ";" ";"2006";4
" ";" ";" ";"2007";8
" ";" ";" ";"2008";5
" ";" ";" ";"2009";6
" ";" ";" ";"2010";8
" ";" ";" ";"2011";6
" ";" ";" ";"2012";6
" ";" ";" ";"2013";13
" ";" ";" ";"2014";8
" ";" ";"50-54 let"
" ";" ";" ";"2003";6
" ";" ";" ";"2004";4
" ";" ";" ";"2005";3
" ";" ";" ";"2006";2
" ";" ";" ";"2007";1
" ";" ";" ";"2008";5
" ";" ";" ";"2009";4
" ";" ";" ";"2010";6
" ";" ";" ";"2011";5
" ";" ";" ";"2012";7
" ";" ";" ";"2013";8
" ";" ";" ";"2014";7
" ";" ";"55-59 let"
" ";" ";" ";"2003";2
" ";" ";" ";"2004";2
" ";" ";" ";"2005";2
" ";" ";" ";"2006";2
" ";" ";" ";"2007";4
" ";" ";" ";"2008";4
" ";" ";" ";"2009";1
" ";" ";" ";"2010";3
" ";" ";" ";"2011";2
" ";" ";" ";"2012";1
" ";" ";" ";"2013";2
" ";" ";" ";"2014";5
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";5
" ";" ";" ";"2004";5
" ";" ";" ";"2005";7
" ";" ";" ";"2006";5
" ";" ";" ";"2007";3
" ";" ";" ";"2008";2
" ";" ";" ";"2009";6
" ";" ";" ";"2010";3
" ";" ";" ";"2011";7
" ";" ";" ";"2012";6
" ";" ";" ";"2013";5
" ";" ";" ";"2014";5
" ";"Jugovzhodna Slovenija"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";2
" ";" ";" ";"2004";1
" ";" ";" ";"2005";1
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";2
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";1
" ";" ";" ";"2012";2
" ";" ";" ";"2013";2
" ";" ";" ";"2014";3
" ";" ";"20-24 let"
" ";" ";" ";"2003";65
" ";" ";" ";"2004";53
" ";" ";" ";"2005";45
" ";" ";" ";"2006";47
" ";" ";" ";"2007";32
" ";" ";" ";"2008";32
" ";" ";" ";"2009";52
" ";" ";" ";"2010";37
" ";" ";" ";"2011";31
" ";" ";" ";"2012";33
" ";" ";" ";"2013";30
" ";" ";" ";"2014";23
" ";" ";"25-29 let"
" ";" ";" ";"2003";160
" ";" ";" ";"2004";186
" ";" ";" ";"2005";194
" ";" ";" ";"2006";165
" ";" ";" ";"2007";179
" ";" ";" ";"2008";211
" ";" ";" ";"2009";171
" ";" ";" ";"2010";175
" ";" ";" ";"2011";150
" ";" ";" ";"2012";169
" ";" ";" ";"2013";149
" ";" ";" ";"2014";168
" ";" ";"30-34 let"
" ";" ";" ";"2003";125
" ";" ";" ";"2004";119
" ";" ";" ";"2005";120
" ";" ";" ";"2006";118
" ";" ";" ";"2007";130
" ";" ";" ";"2008";147
" ";" ";" ";"2009";160
" ";" ";" ";"2010";171
" ";" ";" ";"2011";154
" ";" ";" ";"2012";163
" ";" ";" ";"2013";126
" ";" ";" ";"2014";132
" ";" ";"35-39 let"
" ";" ";" ";"2003";35
